barcode,variant_id,product_id,product_title,variant_title,sku,product_type,vendor,tags,price,unit_cost,inventory_quantity,status
887521134069,gid://shopify/ProductVariant/42423587897409,gid://shopify/Product/7641131089985,2024 Topps Chrome Football Hobby Box,Default Title,,Sealed Wax,Panini,"baseball, Panini, Panini Prizm",364.99,316.5,0,ACTIVE
887521146260,gid://shopify/ProductVariant/42425453740097,gid://shopify/Product/7641630244929,2025 Topps x Bob Ross: The Joy of Baseball Collectors Box,Default Title,,Sealed Wax,Topps,Topps,649.99,350.0,0,ARCHIVED
746134173196,gid://shopify/ProductVariant/42427285831745,gid://shopify/Product/7642045055041,2024 Panini One Football Hobby Box,Default Title,,Sealed Wax,Panini,"2024, Panini",419.99,228.0,0,ACTIVE
0820650856556,gid://shopify/ProductVariant/42431191318593,gid://shopify/Product/7644536045633,Pokemon Temporal Forces Booster Bundle,Default Title,,Booster Box,Pokemon,"Booster Box, Pokemon",54.99,52.0,0,ACTIVE
0820650856396,gid://shopify/ProductVariant/42431227101249,gid://shopify/Product/7644545024065,Pokemon Temporal Forces Booster Pack,Default Title,,Booster Box,Pokemon,"Booster Box, Pokemon",7.99,8.67,-5,ACTIVE
746134184758,gid://shopify/ProductVariant/42431378718785,gid://shopify/Product/7644574318657,2025 Panini Score-A-Treat Halloween Football Trading Cards Treat Bundle,Default Title,,Sealed Wax,Panini,"2025, Panini",5.00,12.5,0,ARCHIVED
746134183515,gid://shopify/ProductVariant/42431393792065,gid://shopify/Product/7644576514113,2025 Panini Prizm Club World Cup Soccer Mega Box,Default Title,,Sealed Wax,Panini,"In-Stock, Sealed Soccer, Soccer Box",54.99,35.0,1,ACTIVE
613297956846,gid://shopify/ProductVariant/42441061859393,gid://shopify/Product/7647423201345,2020 Panini Donruss Football Fat Pack,Default Title,,Sealed Wax,Panini,"football, Panini",26.99,19.92,3,ACTIVE
613297980209,gid://shopify/ProductVariant/42579136086081,gid://shopify/Product/7649962000449,2020 Panini Select Football Hobby Blaster Box,Default Title,,Sealed Wax,Panini,"Football Cards, Panini",109.99,99.0,0,ACTIVE
887521139118,gid://shopify/ProductVariant/42580017086529,gid://shopify/Product/7649973862465,2025 Topps Tier One Baseball Hobby Box,Default Title,,Sealed Wax,Topps,"baseball, Baseball Cards, Topps",344.99,319.99,0,ACTIVE
746134168086,gid://shopify/ProductVariant/42580954513473,gid://shopify/Product/7649992441921,2024 Panini Absolute Football NFL Fat Pack,Default Title,,Sealed Wax,Panini,"2024, Cello, Existing, Fat Pack, Football Cards, Panini",8.99,6.17,-14,ACTIVE
746134168093,gid://shopify/ProductVariant/42585868697665,gid://shopify/Product/7650132590657,2024 Panini Absolute Football Jumbo Fat Cello Box,Default Title,,Sealed Wax,Panini,"2024, Football Cards, Panini",89.99,80.0,0,ACTIVE
746134176166,gid://shopify/ProductVariant/42630970572865,gid://shopify/Product/7650810986561,2024 Panini Phoenix Football Hobby Blaster Box,Default Title,,Sealed Wax,Panini,"2024, 2024-25, Blaster, blaster box, football, NFL, NFLPA, Panini, Panini Phoenix",59.99,50.0,0,ARCHIVED
746134182044,gid://shopify/ProductVariant/42762317168705,gid://shopify/Product/7655543668801,2025 Panini Prizm Baseball Hobby Box,Default Title,,Sealed Wax,Panini,"2025, Panini",139.99,106.0,0,ACTIVE
746134189074,gid://shopify/ProductVariant/42763056578625,gid://shopify/Product/7655556776001,2025 Panini Prizm LIV Golf Hobby Box,Default Title,,Sealed Wax,Panini,"2025, Golf, In-Stock, Panini",94.99,73.0,2,ACTIVE
0820650859526,gid://shopify/ProductVariant/42780388229185,gid://shopify/Product/7655819214913,Pokemon Surging Sparks Elite Trainer Box,Default Title,,Elite Trainer Box,Pokemon,"Pokemon, Pokemon Boxes",74.99,55.0,0,ACTIVE
746134185045,gid://shopify/ProductVariant/42813225304129,gid://shopify/Product/7656878506049,2025 Donruss Football Hobby Box,Default Title,,Sealed Wax,Panini,Panini,549.99,418.0,2,ACTIVE
746134184451,gid://shopify/ProductVariant/42813452451905,gid://shopify/Product/7656974614593,2025 Panini Score Football Retail Blaster,Default Title,,Sealed Wax,Panini,"2025, Blaster, Football, Panini",29.99,25.0,-12,ACTIVE
5053307076488,gid://shopify/ProductVariant/42829494681665,gid://shopify/Product/7660996526145,2025-26 Topps Premier League EPL Soccer Hobby Box,Default Title,,Sealed Wax,Topps,"In-Stock, Sealed Soccer, Soccer, Soccer Box, Topps",254.99,238.5,1,ACTIVE
0887521104789,gid://shopify/ProductVariant/42831897002049,gid://shopify/Product/7661740064833,2021 Bowman Draft Baseball Jumbo Hobby Box,Default Title,,Sealed Wax,Topps,"Baseball Box, Bowman, Existing",364.99,,0,ACTIVE
887521145966,gid://shopify/ProductVariant/42831905325121,gid://shopify/Product/7661742882881,2025 Bowman Chrome Baseball Hobby Box,Default Title,,Sealed Wax,Topps,"2025, baseball, In-Stock, Sealed Baseball, Topps",499.99,375.0,5,ACTIVE
51214780,gid://shopify/ProductVariant/42833640620097,gid://shopify/Product/7662280671297,2024-25 Panini Immaculate Soccer Hobby Box,Default Title,,Sealed Wax,Panini,"2025, Blaster, Panini",799.99,646.0,0,ARCHIVED
746134178047,gid://shopify/ProductVariant/42833691672641,gid://shopify/Product/7662309015617,2025 Panini Prizm FIFA Club World Cup Soccer Hobby Box,Default Title,,Sealed Wax,Panini,"24/25, Hobby, In-Stock, Panini, Sealed Soccer, Soccer",379.99,190.0,3,ACTIVE
887521145997,gid://shopify/ProductVariant/42833691705409,gid://shopify/Product/7662309048385,2025 Bowman Chrome Baseball Breaker Delight Box,Default Title,16860,Sealed Wax,Topps,"Baseball Cards, New Cards",345.00,,-12,ACTIVE
887521145959,gid://shopify/ProductVariant/42833691738177,gid://shopify/Product/7662309081153,2025 Bowman Chrome Baseball Hobby Pack,Default Title,16859-Pack,Sealed Wax,Topps,"Baseball Cards, New Cards",60.00,,0,ACTIVE
887521149544,gid://shopify/ProductVariant/42833691770945,gid://shopify/Product/7662309113921,2025 Bowman Chrome Baseball Mega Box,Default Title,,Sealed Wax,Topps,"Baseball, presale, Sealed Wax",64.99,56.99,0,ACTIVE
746134197024,gid://shopify/ProductVariant/42834010112065,gid://shopify/Product/7662470234177,2025 Panini Ohio State University NIL Hobby Box,Default Title,,Sealed Wax,Panini,"2025, Panini",89.99,85.0,0,ACTIVE
196214115637,gid://shopify/ProductVariant/42834010177601,gid://shopify/Product/7662470299713,Pokemon Mega Evolution Booster Pack (Sleeved),Default Title,,Booster Pack,Pokemon,"New Cards, Pokemon",9.99,5.69,-4,ACTIVE
0196214123175,gid://shopify/ProductVariant/42844787376193,gid://shopify/Product/7664258515009,Pokemon Destined Rivals Booster Pack,Default Title,,Booster Pack,Pokemon,Pokemon,12.99,7.67,-114,ACTIVE
196214115545,gid://shopify/ProductVariant/42846013227073,gid://shopify/Product/7664589439041,Pokemon Mega Evolution Booster Bundle,Default Title,,Booster Box,Pokemon,"2025, Booster Box, Pokemon",49.99,43.5,0,ACTIVE
746134197055,gid://shopify/ProductVariant/42851982213185,gid://shopify/Product/7665400512577,2025 Panini NIL Ohio State Blaster Box,Default Title,,Sealed Wax,Panini,"2025, Blaster, Football Box, In-Stock, Panini, Sealed Football",29.99,21.25,8,ACTIVE
0820650853494,gid://shopify/ProductVariant/42852038574145,gid://shopify/Product/7665414832193,Pokemon Paldea Evolved Booster Pack,Default Title,,Booster Pack,Pokemon,"Pack, Pokemon",11.99,13.47,-42,ACTIVE
887521143764,gid://shopify/ProductVariant/42852043325505,gid://shopify/Product/7665416372289,2025 Topps WWE Chrome Cactus Jack Hobby Box,Default Title,,Sealed Wax,Topps,"In-Stock, Sealed Entertainment, WWE",379.99,310.0,2,ACTIVE
887521146284,gid://shopify/ProductVariant/42852050567233,gid://shopify/Product/7665418698817,2025 Topps Chrome Disney Hobby Box,Default Title,,Sealed Wax,Topps,"Disney, Topps",574.99,575.0,0,ACTIVE
053334825481,gid://shopify/ProductVariant/42852214964289,gid://shopify/Product/7665453498433,2024-25 O-Pee-Chee Platinum Hockey Hobby Box,Default Title,,Sealed Wax,Upper Deck,"2024-25, Hockey, Upper Deck",394.99,245.0,-4,ACTIVE
887521134014,gid://shopify/ProductVariant/42852216864833,gid://shopify/Product/7665454219329,2024 Topps MLS Finest Soccer Hobby Box,Default Title,,Sealed Wax,Topps,"2024, Soccer Box, Topps",209.99,121.88,0,ACTIVE
887521139187,gid://shopify/ProductVariant/42852218961985,gid://shopify/Product/7665454678081,2025 Topps X-Men Finest 97 Hobby Box,Default Title,,Sealed Wax,Topps,"2025, In-Stock, Sealed Entertainment, Topps",134.99,135.0,2,ACTIVE
15704416,gid://shopify/ProductVariant/42852223221825,gid://shopify/Product/7665455792193,Magic The Gathering: Spiderman Collector Booster,Default Title,,Booster Box,Wizards of the Coast,"2025, Magic",649.99,580.0,0,ARCHIVED
820650853159,gid://shopify/ProductVariant/42852224303169,gid://shopify/Product/7665455857729,Pokemon S&V 151 Elite Trainer Box,Default Title,,Elite Trainer Box,Pokemon,"2025, Pokemon",399.99,360.0,0,ACTIVE
196214136144,gid://shopify/ProductVariant/42852307632193,gid://shopify/Product/7665468997697,Pokemon Mega Evolution Booster Unlimited,Default Title,,Booster Box,Pokemon,"2025, Pokemon",324.99,255.0,0,ACTIVE
196214112544,gid://shopify/ProductVariant/42852350296129,gid://shopify/Product/7665477615681,Pokemon Prismatic Evolutions Booster Bundle,Default Title,,Booster Box,Pokemon,"In-Stock, Pack, Pokemon, Sealed Pokemon",94.99,83.0,1,ACTIVE
14005341,gid://shopify/ProductVariant/42853834817601,gid://shopify/Product/7665607671873,2025 Topps Disney Genesis,Default Title,,Sealed Wax,Topps,"2025, Disney, In-Stock, Sealed Entertainment, Topps",724.99,665.0,1,ACTIVE
0196214111523,gid://shopify/ProductVariant/42858068967489,gid://shopify/Product/7666087526465,Pokemon S&V Destined Rivals Elite Trainer Box,Default Title,,Elite Trainer Box,Pokemon,"2025, ETB, Pokemon",224.99,190.0,0,ACTIVE
887521146345,gid://shopify/ProductVariant/42858848714817,gid://shopify/Product/7666288590913,2025 Topps Chrome Disney Blaster Box,Default Title,,Sealed Wax,Topps,"Disney, Topps",59.99,47.0,-1,ACTIVE
728192561849,gid://shopify/ProductVariant/42858969366593,gid://shopify/Product/7666350817345,Pokemon Mega Evolution Elite Trainer Box,Default Title,,Elite Trainer Box,Pokemon,"2025, ETB, Pokemon",104.99,90.0,-3,ACTIVE
728192561832,gid://shopify/ProductVariant/42858990534721,gid://shopify/Product/7666368577601,Pokemon Mega Evolution Elite Trainer Box 1,Default Title,,Booster Box,Pokemon,"2025, Booster Box, Pokemon",104.99,90.0,-1,ACTIVE
746134182273,gid://shopify/ProductVariant/42859000528961,gid://shopify/Product/7666374213697,2025 Panini Three and Two Baseball Hobby Box,Default Title,,Sealed Wax,Panini,"2024, Panini",229.99,171.0,0,ARCHIVED
746134171246,gid://shopify/ProductVariant/42859005182017,gid://shopify/Product/7666378506305,2024 Panini Trading Card Games Minecraft 15th Anniversary Blaster Box,Default Title,,Sealed Wax,Panini,"2024, In-Stock, Panini, Sealed Entertainment",24.99,18.0,0,ACTIVE
053334814188,gid://shopify/ProductVariant/42859012751425,gid://shopify/Product/7666385256513,2024-25 Upper Deck SP Authentic Hockey Hobby Box,Default Title,,Sealed Wax,Upper Deck,"Hockey, Upper Deck",194.99,175.0,0,ACTIVE
887521124770,gid://shopify/ProductVariant/42859020484673,gid://shopify/Product/7666390302785,2024 Topps Chrome Boxing Hobby Box,Default Title,,Sealed Wax,Topps,"2024, Boxing, In-Stock, Topps",289.99,259.0,1,ACTIVE
746134183270,gid://shopify/ProductVariant/42866250350657,gid://shopify/Product/7668160856129,2025 Panini Turn Four NASCAR Hobby Box,Default Title,,Sealed Wax,Panini,"2025, In-Stock, Panini",159.99,95.0,3,ACTIVE
887521145195,gid://shopify/ProductVariant/42898014404673,gid://shopify/Product/7672850284609,2025 Topps Chrome Spongebob Blaster Box,Default Title,,Sealed Wax,Topps,"Chrome, In-Stock, Sealed Entertainment, spongebob, Topps",174.99,150.0,9,ACTIVE
0820650856174,gid://shopify/ProductVariant/42905149964353,gid://shopify/Product/7673789218881,Pokemon S&V Paldean Fates Booster Bundle,Default Title,,Booster Box,Pokemon,"2025, Pokemon",134.99,130.0,0,ACTIVE
887521136605,gid://shopify/ProductVariant/42918548439105,gid://shopify/Product/7675880734785,2025 Topps Chrome Star Wars Blaster,Default Title,,Sealed Wax,Topps,"2025, Blaster, In-Stock, Sealed Entertainment, Star Wars",34.99,28.0,5,ACTIVE
887521152032,gid://shopify/ProductVariant/42950658326593,gid://shopify/Product/7679574966337,2025 Topps Shoebox Treasures Hobby Box,Default Title,,Sealed Wax,Topps,"2025, baseball, Topps",94.99,90.0,0,ARCHIVED
887521145164,gid://shopify/ProductVariant/42950675497025,gid://shopify/Product/7679581880385,2025 Topps Chrome Spongebob Hobby Box,Default Title,,Sealed Wax,Topps,"2025, spongebob, Topps",364.99,344.0,0,ARCHIVED
196214143371,gid://shopify/ProductVariant/42967006806081,gid://shopify/Product/7683062464577,Pokemon Phantasmal Flames Booster Bundle,Default Title,PKU10191,Booster Box,Pokemon,Pokemon,74.99,67.0,7,ACTIVE
746134186967,gid://shopify/ProductVariant/42967006838849,gid://shopify/Product/7683062497345,2025 Panini Phoenix Football Hobby Box,Default Title,16997,Sealed Wax,Panini,"2025, Football Cards, Panini",349.99,281.0,0,ACTIVE
746134182372,gid://shopify/ProductVariant/42967006871617,gid://shopify/Product/7683062530113,2025 Panini Select Baseball Hobby Box,Default Title,16998,Sealed Wax,Panini,"2025, Baseball Cards, Hobby box, Panini",149.99,106.5,0,ACTIVE
746134183027,gid://shopify/ProductVariant/42967006904385,gid://shopify/Product/7683062562881,2025 Panini Prizm Racing Hobby Box,Default Title,16992,Sealed Wax,Panini,"2025, In-Stock, Panini, Racing",169.99,142.0,4,ACTIVE
746134183393,gid://shopify/ProductVariant/42967006937153,gid://shopify/Product/7683062595649,2025 Panini PFL Combat Anthology Hobby Box,Default Title,16993,Sealed Wax,Panini,"2025, Panini, UFC",129.99,91.5,0,ACTIVE
887521147663,gid://shopify/ProductVariant/42967007002689,gid://shopify/Product/7683062661185,2025 Bowman University Chrome Football Hobby Box,Default Title,,Sealed Wax,Topps,"2025, Football Cards, Topps",224.99,180.0,4,ACTIVE
887521147793,gid://shopify/ProductVariant/42967007068225,gid://shopify/Product/7683062726721,2025 Bowman University Chrome Football Blaster Box,Default Title,,Sealed Wax,Topps,"2025, Football Cards, In-Stock, Sealed Football, Topps",24.99,24.99,14,ACTIVE
887521147755,gid://shopify/ProductVariant/42967007100993,gid://shopify/Product/7683062759489,2025 Bowman University Chrome Football Mega Box,Default Title,,Sealed Wax,Topps,"2025, Football Cards, Topps",49.99,50.0,-4,ACTIVE
746134186028,gid://shopify/ProductVariant/42967007133761,gid://shopify/Product/7683062792257,2025 Panini Impeccable Football Hobby Box,Default Title,,Sealed Wax,Panini,"Football Cards, In-Stock, Sealed Football",1299.99,1175.0,1,ACTIVE
887521142682,gid://shopify/ProductVariant/42967007166529,gid://shopify/Product/7683062825025,2025 Topps Holiday Baseball Mega Box,Default Title,,Sealed Wax,Topps,"2025, Baseball, Holiday, Retail",24.99,23.0,0,ACTIVE
887521147243,gid://shopify/ProductVariant/42967007232065,gid://shopify/Product/7683062890561,2025 Topps Disney Wonder Blaster Box,Default Title,16988,Sealed Wax,Topps,"2025, In-Stock, New Cards, Non-Sport Cards, Sealed Entertainment, Topps",29.99,25.0,4,ACTIVE
887521149001,gid://shopify/ProductVariant/42967007264833,gid://shopify/Product/7683062923329,2025-26 Topps Basketball Hobby Box,Default Title,,Sealed Wax,Topps,"2025-26, Basketball, Boxes, Topps",449.99,388.0,15,ACTIVE
887521149063,gid://shopify/ProductVariant/42967007297601,gid://shopify/Product/7683062956097,2025-26 Topps Basketball Blaster Box,Default Title,,Sealed Wax,Topps,"2025-26, Basketball, Blaster, Topps",64.99,56.0,-7,ACTIVE
887521148004,gid://shopify/ProductVariant/42967047471169,gid://shopify/Product/7683081896001,2025 Topps Holiday Baseball Tin,Default Title,,Sealed Wax,Topps,"2025, Baseball, Holiday, Retail",19.99,12.0,0,ARCHIVED
887521132379,gid://shopify/ProductVariant/42968953847873,gid://shopify/Product/7683663626305,2025 Topps Series 1 Baseball Hobby Box,Default Title,,Sealed Wax,Topps,"$100-$250, 2025, Baseball, Boxes, Topps",154.99,146.0,0,ACTIVE
887521147236,gid://shopify/ProductVariant/42968979013697,gid://shopify/Product/7683682336833,2025 Topps Disney Wonder Blaster Pack,Default Title,,Sealed Wax,Topps,"2025, New Cards, Non-Sport Cards, Topps",4.49,3.57,-14,ACTIVE
887521142750,gid://shopify/ProductVariant/42975185305665,gid://shopify/Product/7685309661249,2025 Topps Holiday MLB Baseball Advent Calendar,Default Title,,Sealed Wax,Topps,"2025, Holiday, In-Stock, Sealed Baseball, Topps",19.99,32.5,1,ACTIVE
37925126,gid://shopify/ProductVariant/42975221514305,gid://shopify/Product/7685330108481,2025 Leaf Vivid Football Hobby Box,Default Title,,Sealed Wax,Leaf,leaf,169.99,225.0,0,ARCHIVED
746134184925,gid://shopify/ProductVariant/42977215447105,gid://shopify/Product/7685753536577,2025 Donruss Elite Football Blaster,Default Title,,Sealed Wax,Panini,"football, Panini",39.99,35.0,0,ACTIVE
887521151783,gid://shopify/ProductVariant/42990598684737,gid://shopify/Product/7688734376001,2025 Topps Holiday Basketball Mega Box,Default Title,,Sealed Wax,Topps,"2025, basketball, Holiday, Topps",24.99,22.75,0,ACTIVE
746134186455,gid://shopify/ProductVariant/43004077015105,gid://shopify/Product/7691414536257,2025 Panini Absolute Football Hobby Box,Default Title,,Sealed Wax,Panini,"2025, Football Cards, Panini",639.99,600.0,0,ACTIVE
746134186394,gid://shopify/ProductVariant/43004357312577,gid://shopify/Product/7691441995841,2025 Panini Mosaic Football Hobby Blaster Box,Default Title,,Sealed Wax,Panini,"2025, football, In-Stock, Panini, Sealed Football",64.99,55.0,11,ACTIVE
746134168215,gid://shopify/ProductVariant/43004879896641,gid://shopify/Product/7691550785601,2024 Panini Absolute Football Mega,Default Title,,Sealed Wax,Panini,"2024, Football Cards, Panini",79.99,73.0,0,ACTIVE
746134185137,gid://shopify/ProductVariant/43006095720513,gid://shopify/Product/7691973558337,2025 Donruss Football Blaster,Default Title,,Sealed Wax,Panini,"2025, Blaster, football, In-Stock, Panini, Sealed Football",34.99,38.0,2,ACTIVE
746134185465,gid://shopify/ProductVariant/43006096539713,gid://shopify/Product/7691974279233,2025 Donruss Football Downtown Retail Bundle,Default Title,,Sealed Wax,Panini,"2025, football, Panini",49.99,62.0,0,ACTIVE
746134184987,gid://shopify/ProductVariant/43025908695105,gid://shopify/Product/7697985798209,2025 Panini Certified Hobby Box,Default Title,,Sealed Wax,Panini,"2025, Football Cards, Panini",239.99,186.5,0,ACTIVE
0820650863493,gid://shopify/ProductVariant/43026170904641,gid://shopify/Product/7698055200833,Pokemon Paldea Evolved Booster Unlimited,Default Title,,Booster Pack,Pokemon,"Pack, Pokemon",429.99,484.92,0,ACTIVE
0820650866395,gid://shopify/ProductVariant/43026179752001,gid://shopify/Product/7698061262913,Pokemon Temporal Forces Booster Unlimited,Default Title,,Booster Box,Pokemon,"Booster Box, Pokemon",334.99,289.0,1,ACTIVE
0196214108417,gid://shopify/ProductVariant/43026180931649,gid://shopify/Product/7698062213185,Pokemon Journey Together Booster Bundle,Default Title,,Booster Box,Pokemon,"In-Stock, Pokemon, Sealed Pokemon",49.99,36.71,3,ACTIVE
0820650858550,gid://shopify/ProductVariant/43026183356481,gid://shopify/Product/7698063622209,Pokemon Stellar Crown Booster Bundle,Default Title,,Booster Box,Pokemon,"Booster Box, Pokemon",54.99,40.0,0,ACTIVE
746134186073,gid://shopify/ProductVariant/43036860088385,gid://shopify/Product/7702378217537,2025 Panini Mosaic Football Hobby Box,Default Title,,Sealed Wax,Panini,"2025, football, Panini",459.99,386.0,-2,ACTIVE
0820650413124,gid://shopify/ProductVariant/43036861890625,gid://shopify/Product/7702379462721,Pokemon Surging Sparks Booster Pack,Default Title,,Booster Pack,Pokemon,"Pack, Pokemon",10.99,6.92,-166,ACTIVE
887521151837,gid://shopify/ProductVariant/43036864643137,gid://shopify/Product/7702380281921,2025 Topps Holiday NBA Basketball Advent Calendar,Default Title,,Sealed Wax,Topps,"2025, basketball, Topps",19.99,32.5,0,ACTIVE
887521149117,gid://shopify/ProductVariant/43037009739841,gid://shopify/Product/7702422913089,2025-26 Topps Basketball Mega Box,Default Title,,Sealed Wax,Topps,"2025, basketball, Topps",49.99,49.99,0,ACTIVE
0820650423123,gid://shopify/ProductVariant/43037247569985,gid://shopify/Product/7702470131777,Pokemon Surging Sparks Booster Unlimited,Default Title,,Booster Pack,Pokemon,"Pack, Pokemon",279.99,249.17,1,ACTIVE
746134186424,gid://shopify/ProductVariant/43039522586689,gid://shopify/Product/7703029383233,2025 Panini Mosaic Football Mega Box,Default Title,,Sealed Wax,Panini,"2025, football, Panini",64.99,42.5,0,ACTIVE
746134186844,gid://shopify/ProductVariant/43042863710273,gid://shopify/Product/7703865753665,2025 Panini Absolute Football Hobby Blaster,Default Title,,Sealed Wax,Panini,"2025, Blaster, Football Cards, In-Stock, Panini, Sealed Football",64.99,17.5,7,ACTIVE
746134170027,gid://shopify/ProductVariant/43042934456385,gid://shopify/Product/7703882432577,2024 Panini Contenders Football Retail Blaster,Default Title,,Sealed Wax,Panini,"2024, Blaster, football, In-Stock, Panini, Sealed Football",29.99,18.5,6,ACTIVE
887521142781,gid://shopify/ProductVariant/43043078668353,gid://shopify/Product/7703911727169,2025 Topps Pro Debut Baseball Jumbo Hobby Box,Default Title,,Sealed Wax,Topps,"2025, baseball, Topps",254.99,212.0,0,ACTIVE
887521144716,gid://shopify/ProductVariant/43043082240065,gid://shopify/Product/7703913103425,2025 Topps Update Series Baseball Hobby Box,Default Title,,Sealed Wax,Topps,"2025, baseball, In-Stock, Sealed Baseball, Topps",164.99,152.0,1,ACTIVE
746134185823,gid://shopify/ProductVariant/43048782233665,gid://shopify/Product/7705608847425,2025 Panini National Treasures Collegiate Football Hobby Box,Default Title,,Sealed Wax,Panini,"2025, Football, Hobby box, Panini",974.99,705.0,0,ACTIVE
746134187810,gid://shopify/ProductVariant/43048782266433,gid://shopify/Product/7705608880193,2025 Panini Rookies and Stars Football Hobby Box,Default Title,PAN_2025_ROOKSTAR_FB_HOBBY,Sealed Wax,Panini,"2025, Football, In-Stock, Panini, Sealed Football",164.99,171.0,2,ACTIVE
746134194689,gid://shopify/ProductVariant/43048782299201,gid://shopify/Product/7705608912961,2025 Panini Minecraft Special Edition Hobby Box,Default Title,,Sealed Wax,Panini,"2025, In-Stock, Minecraft, Panini, Sealed Entertainment",99.99,98.5,4,ACTIVE
887521144747,gid://shopify/ProductVariant/43048782364737,gid://shopify/Product/7705608978497,2025 Topps Update Series Baseball Hobby Jumbo Box,Default Title,,Sealed Wax,Topps,"2025, Baseball, Topps",299.99,265.0,3,ACTIVE
746134186905,gid://shopify/ProductVariant/43048782397505,gid://shopify/Product/7705609011265,2025 Panini Absolute Football Countdown Calendar Box,Default Title,PAN_2025_ABSO_FB_CCBOX,Sealed Wax,Panini,"2025, Football, Holiday, Panini",74.99,35.0,-14,ARCHIVED
746134187247,gid://shopify/ProductVariant/43048782430273,gid://shopify/Product/7705609044033,2025 Panini Prizm Football Hobby Box,Default Title,,Sealed Wax,Panini,"2025, Football, Panini",774.99,353.5,0,ACTIVE
746134189210,gid://shopify/ProductVariant/43048782463041,gid://shopify/Product/7705609076801,2025 Panini Impeccable LIV Golf Hobby Box,Default Title,,Sealed Wax,Panini,"2025, Golf, In-Stock, Panini",399.99,380.0,2,ACTIVE
196214124813,gid://shopify/ProductVariant/43048782626881,gid://shopify/Product/7705609240641,Pokemon Phantasmal Flames Elite Trainer Box,Default Title,PKM_ME_PHANTASMFLAME_ETB,Elite Trainer Box,Pokemon,"2025, ETB, In-Stock, Pokemon, Sealed Pokemon",154.99,131.5,7,ACTIVE
746134185649,gid://shopify/ProductVariant/43048782725185,gid://shopify/Product/7705609338945,2025 Panini Prizm Draft Picks Football Hobby Box,Default Title,,Sealed Wax,Panini,"2025, Football, Panini",229.99,200.0,0,ACTIVE
746134187759,gid://shopify/ProductVariant/43048782757953,gid://shopify/Product/7705609371713,2025 Panini Prizm Football Blaster Box,Default Title,,Sealed Wax,Panini,"2025, Blaster, Football, In-Stock, Panini, Sealed Football",39.99,21.0,0,ACTIVE
746134167355,gid://shopify/ProductVariant/43048968978497,gid://shopify/Product/7705649020993,2024 Panini Donruss Football Mega Box,Default Title,,Sealed Wax,Panini,"2024, football, Panini",84.99,71.0,0,ACTIVE
746134191435,gid://shopify/ProductVariant/43054590328897,gid://shopify/Product/7706254835777,2025 Panini Mosaic Football Ornament Box,Default Title,,Sealed Wax,Panini,"2025, football, Holiday, Panini",9.99,6.25,0,ARCHIVED
887521149902,gid://shopify/ProductVariant/43054597898305,gid://shopify/Product/7706255720513,2025 Topps Finest UFC Hobby Box,Default Title,,Sealed Wax,Topps,"2025, Topps, UFC",149.99,140.0,0,ACTIVE
887521147151,gid://shopify/ProductVariant/43057637556289,gid://shopify/Product/7706795900993,2025 Topps Disney Wonder Hobby Pack,Default Title,,Sealed Wax,Topps,"2025, New Cards, Non-Sport Cards, Topps",6.49,4.55,5,ACTIVE
887521147168,gid://shopify/ProductVariant/43057645551681,gid://shopify/Product/7706797310017,2025 Topps Disney Wonder Hobby Box,Default Title,,Sealed Wax,Topps,"2025, In-Stock, New Cards, Non-Sport Cards, Sealed Entertainment, Topps",119.99,115.0,3,ACTIVE
746134186875,gid://shopify/ProductVariant/43133880270913,gid://shopify/Product/7706798882881,2025 Panini Absolute Football Hobby Mega Box,Box,,Sealed Wax,Panini,"2025, Blaster, Football Cards, In-Stock, Panini, Sealed Football",89.99,73.0,3,ACTIVE
93088590,gid://shopify/ProductVariant/43133880303681,gid://shopify/Product/7706798882881,2025 Panini Absolute Football Hobby Mega Box,Case,,Sealed Wax,Panini,"2025, Blaster, Football Cards, In-Stock, Panini, Sealed Football",1200.00,42.0,0,ACTIVE
746134184970,gid://shopify/ProductVariant/43061404368961,gid://shopify/Product/7707427143745,2025 Panini Certified Hobby Pack,Default Title,,Sealed Wax,Panini,"2025, Football Cards, Panini",24.99,17.1,-4,ACTIVE
053334036702,gid://shopify/ProductVariant/43070303567937,gid://shopify/Product/7709267034177,2025-26 Upper Deck Series 1 Hockey Hobby Box,Default Title,,Sealed Wax,Upper Deck,"Hockey, In-Stock, Sealed Hockey, Upper Deck",119.99,95.0,3,ACTIVE
053334036764,gid://shopify/ProductVariant/43070311923777,gid://shopify/Product/7709269262401,2025-26 Upper Deck Series 1 Blaster Box,Default Title,,Sealed Wax,Upper Deck,"2025, Hockey, In-Stock, Upper Deck",24.99,17.5,14,ACTIVE
196214143357,gid://shopify/ProductVariant/43070320705601,gid://shopify/Product/7709271687233,Pokemon Phantasmal Flames Booster Pack,Default Title,,Booster Box,Pokemon,Pokemon,13.99,11.17,-132,ACTIVE
746134185526,gid://shopify/ProductVariant/43075044081729,gid://shopify/Product/7709859151937,2025 Donruss Football Factory Set,Default Title,,Sealed Wax,Panini,"2025, Factory Set, football, In-Stock, Panini, Sealed Football",54.99,45.65,5,ACTIVE
887521144914,gid://shopify/ProductVariant/43075268902977,gid://shopify/Product/7709910106177,2025 Topps Update Baseball Blaster,Default Title,,Sealed Wax,Topps,"2025, baseball, Blaster, In-Stock, Sealed Baseball, Topps",29.99,24.99,11,ACTIVE
