barcode,variant_id,product_id,product_title,variant_title,sku,product_type,vendor,tags,price,unit_cost,inventory_quantity,status
746134163401,gid://shopify/ProductVariant/42218515628097,gid://shopify/Product/7579566669889,2024-25 Panini Prizm Premier League Hobby Blaster,Default Title,2-17699-20,Sealed Wax,Panini,"Blaster, In-Stock, Panini, Sealed Soccer, Soccer",9.99,21.0,3,ACTIVE
746134177774,gid://shopify/ProductVariant/42224130261057,gid://shopify/Product/7581873963073,2024-25 Panini Impeccable Soccer Hobby Box,Default Title,,Sealed Wax,Panini,"$500-$1000, 2024-25, Boxes, Panini, Soccer",804.99,608.0,0,ARCHIVED
746134163340,gid://shopify/ProductVariant/42224130293825,gid://shopify/Product/7581873995841,2024-25 Panini Prizm Premier League EPL Soccer 6-Pack Blaster Box (Pink Mosaic Prizms),Default Title,,Sealed Wax,Panini,"2024, 2024-25, Blaster, blaster box, Panini, Panini Prizm, Premier League, Soccer, Sports Other",14.99,17.5,-2,ACTIVE
746134176166,gid://shopify/ProductVariant/42224130359361,gid://shopify/Product/7581874061377,2024 Panini Phoenix Football Hobby Blaster Box,Default Title,,Sealed Wax,Panini,"2024, 2024-25, Blaster, blaster box, football, In-Stock, NFL, NFLPA, Panini, Panini Phoenix, Sealed Football",54.99,50.0,1,ACTIVE
746134173424,gid://shopify/ProductVariant/42224130392129,gid://shopify/Product/7581874094145,2024 Panini Select Football Hobby Box,Default Title,,Sealed Wax,Panini,"2024, football, Hobby box, In-Stock, Panini, Panini Select, Sealed Football",949.99,880.0,2,ACTIVE
887521139262,gid://shopify/ProductVariant/42224130752577,gid://shopify/Product/7581874126913,2025 Bowman Baseball Hobby Box,Default Title,,Sealed Wax,Topps,"2025, baseball, Bowman, hobby, Hobby box, MLB, Topps",274.99,268.75,0,ACTIVE
746134174070,gid://shopify/ProductVariant/42224130785345,gid://shopify/Product/7581874159681,2024 Panini Prizm Baseball Hobby Blaster Box,Default Title,,Sealed Wax,Panini,"baseball, In-Stock, Sealed Baseball",17.49,15.0,1,ACTIVE
746134166686,gid://shopify/ProductVariant/42224130818113,gid://shopify/Product/7581874192449,2024 Panini Prospect Edition Baseball Trading Card Hobby Box,Default Title,,Sealed Wax,Panini,"Autograph, baseball, Debut Edition, hobby, Hobby box, Panini, Prospect Edition",95.99,,0,ARCHIVED
746134166587,gid://shopify/ProductVariant/42224130883649,gid://shopify/Product/7581874257985,2024 Panini Select Baseball Hobby Box,Default Title,,Sealed Wax,Panini,"$100-$250, 2024, Baseball, Boxes, Panini",169.99,,0,ARCHIVED
746134181399,gid://shopify/ProductVariant/42224130981953,gid://shopify/Product/7581874356289,2025 Panini USA Stars & Stripes Baseball Hobby Box,Default Title,,Sealed Wax,Panini,"$0-$100, 2025, Baseball, Boxes, Panini",69.99,76.0,0,ACTIVE
887521138357,gid://shopify/ProductVariant/42224131014721,gid://shopify/Product/7581874389057,2024 Topps Signature Class Football Hobby Box,Default Title,,Sealed Wax,Topps,"2024, 2024-25, football, hobby, Hobby box, NFL, signature class, Topps, topps signature class, Unlicensed",369.99,341.67,0,ARCHIVED
887521138388,gid://shopify/ProductVariant/42224131047489,gid://shopify/Product/7581874421825,2024 Topps Signature Class Football 6-Pack Blaster Box,Default Title,,Sealed Wax,Topps,"2024, 2024-25, Autograph, Blaster, blaster box, football, NFL, Topps, topps signature class",24.95,20.0,0,ARCHIVED
887521135073,gid://shopify/ProductVariant/42224131080257,gid://shopify/Product/7581874454593,2024 Topps Resurgence Football 8-Pack Blaster Box,Default Title,,Sealed Wax,Topps,"2024, 2024-25, Blaster, blaster box, football, NFL, Topps, Topps Resurgence",29.99,,0,ARCHIVED
819110016357,gid://shopify/ProductVariant/42224131113025,gid://shopify/Product/7581874487361,2025 Leaf Electrum Multi-Sport Hobby Box,Default Title,,Sealed Wax,Leaf,"2025, Hobby box, In-Stock, leaf, Multi-Sport",199.99,290.0,4,ACTIVE
887521133246,gid://shopify/ProductVariant/42230077489217,gid://shopify/Product/7583203917889,2024 Topps Heritage High Number Baseball Hobby Box,Default Title,,Sealed Wax,Topps,"2024, Autograph, baseball, Heritage Baseball, hobby, Hobby box, MLB, Topps, Topps Heritage",134.99,,-1,ACTIVE
887521133604,gid://shopify/ProductVariant/42230077554753,gid://shopify/Product/7583203983425,2024 Topps Archives Baseball Hobby Box,Default Title,,Sealed Wax,Topps,"$100-$250, 2024, Baseball, Boxes, Topps",179.99,,-4,ARCHIVED
887521130382,gid://shopify/ProductVariant/42230077587521,gid://shopify/Product/7583204016193,2024 Topps Allen and Ginter Baseball Hobby Box,Default Title,,Sealed Wax,Topps,"$100-$250, 2024, Baseball, Boxes, Topps",249.99,,0,ARCHIVED
887521123810,gid://shopify/ProductVariant/42230077620289,gid://shopify/Product/7583204048961,2024 Topps Heritage Baseball Hobby Box,Default Title,,Sealed Wax,Topps,"$100-$250, 2024, Baseball, Boxes, Existing, Topps",124.99,,0,ACTIVE
887521130115,gid://shopify/ProductVariant/42230077653057,gid://shopify/Product/7583204081729,2024 Topps Gold Label UFC Hobby Box,Default Title,,Sealed Wax,Topps,"$100-$250, 2024, Boxes, Existing, Topps, UFC",138.99,,0,ARCHIVED
746000000000,gid://shopify/ProductVariant/42230077685825,gid://shopify/Product/7583204114497,2024 Panini Prizm Football Hobby Box,Default Title,,Sealed Wax,Panini,"$1000-$2500, 2024, Boxes, Existing, Football, Panini",1199.99,,0,ACTIVE
887521109517,gid://shopify/ProductVariant/42230077718593,gid://shopify/Product/7583204147265,2022 Topps Chrome Baseball Hobby Box,Default Title,,Sealed Wax,Topps,"2022, Baseball, Chrome, Existing, Hobby, Topps",49.99,,-6,ACTIVE
613297994701,gid://shopify/ProductVariant/42230077751361,gid://shopify/Product/7583204180033,2021 Panini Prizm Draft Picks Basketball Cereal Box,Default Title,,Sealed Wax,Panini,"basketball, Draft Picks, Existing, Panini",14.99,,0,ARCHIVED
746134158704,gid://shopify/ProductVariant/42230077784129,gid://shopify/Product/7583204212801,2024 Panini Prizm Draft Picks Collegiate Football Hobby Box,Default Title,,Sealed Wax,Panini,"$100-$250, 2024, Boxes, Existing, Football, Panini",174.99,,-7,ARCHIVED
887521130757,gid://shopify/ProductVariant/42230077816897,gid://shopify/Product/7583204245569,2024 Topps Chrome Tennis Hobby Box,Default Title,,Sealed Wax,Topps,"$0-$100, 2024, Boxes, Other Cards, Topps",114.99,93.0,0,ACTIVE
746134164880,gid://shopify/ProductVariant/42230077849665,gid://shopify/Product/7583204278337,2024 Panini Select NASCAR Blaster Box,Default Title,,Sealed Wax,Panini,"Existing, Nascar, Select, Sports Other",24.99,,-1,ACTIVE
67743351,gid://shopify/ProductVariant/42230077882433,gid://shopify/Product/7583204311105,2025 Panini Kid's Crate Series 15,Default Title,,Sealed Wax,Panini,"2024, Panini",59.99,,-10,ACTIVE
746134173462,gid://shopify/ProductVariant/42237397958721,gid://shopify/Product/7585561673793,2024 Panini Select Football H2 Hobby Box,Default Title,,Sealed Wax,Panini,Football Box,274.99,190.0,0,ARCHIVED
746134158704,gid://shopify/ProductVariant/42237398024257,gid://shopify/Product/7585561772097,2024 Panini Prizm Draft Football Hobby Box,Default Title,,Sealed Wax,Panini,"2024, Box, Hobby",174.99,,-1,ARCHIVED
887521134557,gid://shopify/ProductVariant/42237398122561,gid://shopify/Product/7585561870401,2024-25 Topps Chrome Basketball Blaster Box,Default Title,,Sealed Wax,Topps,"2024-25, Blaster, Box",14.99,19.5,0,ACTIVE
887521117703,gid://shopify/ProductVariant/42237398155329,gid://shopify/Product/7585561903169,2023 Topps Chrome Baseball (Jumbo),Default Title,,Sealed Wax,Topps,"Baseball, Existing",499.99,,0,ARCHIVED
887521135028,gid://shopify/ProductVariant/42237398220865,gid://shopify/Product/7585561968705,2024 Topps Resurgence Football Hobby Box,Default Title,,Sealed Wax,Topps,"2024, Box, Hobby",289.99,275.0,0,ACTIVE
887521132249,gid://shopify/ProductVariant/42237398548545,gid://shopify/Product/7585562132545,2024 Bowman University Best Football Hobby Box,Default Title,,Sealed Wax,Panini,"2024, Box, Existing, Hobby",194.99,,-1,ARCHIVED
887521124015,gid://shopify/ProductVariant/42237398581313,gid://shopify/Product/7585562165313,2024 Topps Heritage Baseball Monster Box,Default Title,,Sealed Wax,Topps,"Baseball Cards, Existing",39.99,,-2,ARCHIVED
887521092727,gid://shopify/ProductVariant/42237398614081,gid://shopify/Product/7585562198081,2020 Topps Heritage High Number Baseball Hobby Box,Default Title,,Sealed Wax,Topps,"Baseball Cards, Existing",49.99,,-1,ARCHIVED
746134174391,gid://shopify/ProductVariant/42237398679617,gid://shopify/Product/7585562263617,2024 Panini Select Baseball Hobby Blaster Box,Default Title,,Sealed Wax,Panini,"2024, Blaster, Box",27.99,21.0,-10,ACTIVE
887521133307,gid://shopify/ProductVariant/42237398712385,gid://shopify/Product/7585562296385,2024 Topps Heritage High Number Baseball Blaster Box,Default Title,,Sealed Wax,Topps,"Baseball Cards, Existing",34.99,,0,ARCHIVED
887521114818,gid://shopify/ProductVariant/42237398777921,gid://shopify/Product/7585562361921,2022 Topps Chrome Update Baseball Hobby Box,Default Title,,Sealed Wax,Topps,"Baseball Cards, Existing, In-Stock, Sealed Baseball",114.99,,3,ACTIVE
819110015961,gid://shopify/ProductVariant/42237398810689,gid://shopify/Product/7585562394689,2025 Leaf Metal Football Hobby Box,Default Title,,Sealed Wax,Leaf,"Football Cards, In-Stock, New Cards, Sealed Football",139.99,125.0,9,ACTIVE
819110015978,gid://shopify/ProductVariant/42237398843457,gid://shopify/Product/7585562427457,2025 Leaf Metal Football Jumbo Box,Default Title,,Sealed Wax,Leaf,"Football Cards, In-Stock, New Cards, Sealed Football",264.99,250.0,2,ACTIVE
887521141166,gid://shopify/ProductVariant/42241802436673,gid://shopify/Product/7586839593025,2025 Topps Series 2 Baseball Hobby Box,Default Title,,Sealed Wax,Topps,"$100-$250, 2025, Baseball, Boxes, Topps",189.99,158.0,-2,ACTIVE
746134169861,gid://shopify/ProductVariant/42241802469441,gid://shopify/Product/7586839625793,2024 Panini Contenders Football Hobby Box,Default Title,,Sealed Wax,Panini,Sealed Football,229.99,182.5,0,ARCHIVED
746134173233,gid://shopify/ProductVariant/42241802502209,gid://shopify/Product/7586839691329,2024 Panini Contenders Optic Football Hobby Box,Default Title,,Sealed Wax,Panini,"$250-$500, 2024, Boxes, Football, In-Stock, Panini, Sealed Football",269.99,285.0,1,ACTIVE
746134181603,gid://shopify/ProductVariant/42241802534977,gid://shopify/Product/7586839756865,2025 Panini Donruss Baseball Hobby Box,Default Title,,Sealed Wax,Panini,"$100-$250, 2025, Baseball, Boxes, In-Stock, Panini, Sealed Baseball",134.99,117.0,3,ACTIVE
746134180484,gid://shopify/ProductVariant/42247237599297,gid://shopify/Product/7588617846849,2024-25 Panini Select Basketball Hobby Box,Default Title,,Sealed Wax,Panini,"Basketball Cards, New Cards",399.99,375.0,0,ACTIVE
746134190865,gid://shopify/ProductVariant/42247237632065,gid://shopify/Product/7588617879617,2024-25 Panini Select FIFA Soccer Hobby Blaster Box,Default Title,,Sealed Wax,Panini,"In-Stock, Sealed Soccer, Soccer Box",27.99,21.0,1,ACTIVE
746134167973,gid://shopify/ProductVariant/42247237664833,gid://shopify/Product/7588617912385,2024 Panini Absolute Football Hobby Box,Default Title,,Sealed Wax,Panini,"Existing, Football Cards",959.99,625.0,0,ACTIVE
746134171369,gid://shopify/ProductVariant/42247237730369,gid://shopify/Product/7588617977921,2024 Panini Prizm The Rolling Stones Hobby Mega Box,Default Title,,Sealed Wax,Panini,"In-Stock, New Cards, Non-Sport Cards, Sealed Entertainment",49.99,38.0,1,ACTIVE
746134179143,gid://shopify/ProductVariant/42247237926977,gid://shopify/Product/7588618076225,2024 Panini Select Football Blaster Box,Default Title,,Sealed Wax,Panini,"In-Stock, Sealed Football",54.99,52.0,18,ACTIVE
746134190896,gid://shopify/ProductVariant/42247237992513,gid://shopify/Product/7588618141761,2024-25 Panini Select Premier League Soccer Hobby Mega Box,Default Title,,Sealed Wax,Panini,"In-Stock, Sealed Soccer",39.99,31.5,2,ACTIVE
887521127542,gid://shopify/ProductVariant/42247353204801,gid://shopify/Product/7588702978113,2023-24 Topps G League Hobby Box,Default Title,,Sealed Wax,Topps,"0-100, 2023-24, Basketball, Boxes, Topps",19.99,27.45,-7,ARCHIVED
94619570,gid://shopify/ProductVariant/42248310554689,gid://shopify/Product/7589404999745,2020/21 Panini Mosaic UEFA Euro 2020 Soccer Hobby Box,Default Title,10720,Sealed Wax,Panini,Existing,124.99,,0,ACTIVE
887521122486,gid://shopify/ProductVariant/42248415084609,gid://shopify/Product/7589478596673,2023 Topps Update Series Baseball Hobby Jumbo Box,Default Title,23TPUBBJ,Sealed Wax,Topps,Baseball Cards,129.99,,0,ACTIVE
887521130481,gid://shopify/ProductVariant/42248415150145,gid://shopify/Product/7589478662209,2024 Topps Allen & Ginter Baseball Blaster Box,Default Title,28190,Sealed Wax,Topps,"2024_BASEBALL_BOX, Existing",29.99,,-4,ACTIVE
746134177453,gid://shopify/ProductVariant/42249468280897,gid://shopify/Product/7590027395137,2024-25 Panini Select Premier League Soccer Hobby Box,Default Title,17746,Sealed Wax,Panini,"2024, 2024-25, Panini, Panini Select, Soccer",249.99,228.0,0,ACTIVE
746134159985,gid://shopify/ProductVariant/42249576382529,gid://shopify/Product/7590068748353,2024 Panini Prestige Football H2 Box,Default Title,SH-DYNPO24FBPRGH2-H2B,Sealed Wax,Panini,"2024, Existing, Football, Football Cards, H2, H2 Box, H2 Hybrid, Panini, Prestige",119.95,,-2,ARCHIVED
746134160011,gid://shopify/ProductVariant/42249576415297,gid://shopify/Product/7590068781121,2024 Panini Prestige Football Blaster Box,Default Title,PAN_2024_PRESTIGE_FB_BLASTER,Sealed Wax,Panini,"2024, Existing, Football, Panini, Retail",29.99,,-2,ARCHIVED
0196214119031,gid://shopify/ProductVariant/42255637905473,gid://shopify/Product/7591682867265,Pokemon Journey Together Booster Pack,Default Title,,Booster Pack,Pokemon,Pokemon,7.99,6.67,-95,ACTIVE
887521138623,gid://shopify/ProductVariant/42267627946049,gid://shopify/Product/7594714988609,2024/25 Topps UEFA Club Competitions Finest Soccer Hobby Box,Default Title,,Sealed Wax,Topps,"Box, Soccer, Soccer Box, Topps",324.99,,1,ACTIVE
887521133567,gid://shopify/ProductVariant/42267628011585,gid://shopify/Product/7594715021377,2024 Topps Inception Baseball Hobby Box,Default Title,,Sealed Wax,Topps,"Baseball, Baseball Box, Box, In-Stock, Panini, Sealed Baseball",299.99,250.0,4,ACTIVE
887521141364,gid://shopify/ProductVariant/42267628109889,gid://shopify/Product/7594715152449,2025 Topps Series 2 Baseball Blaster Box,Default Title,,Sealed Wax,Topps,"Baseball, Baseball Box, Box, In-Stock, Panini, Sealed Baseball",34.99,24.5,1,ACTIVE
746134184420,gid://shopify/ProductVariant/42268718334017,gid://shopify/Product/7595081859137,2025 Panini Score Football Hobby Box,Default Title,,Sealed Wax,Panini,"2025, Football, In-Stock, Panini, Sealed Football",299.99,289.0,2,ACTIVE
196214105133,gid://shopify/ProductVariant/42271647694913,gid://shopify/Product/7596143738945,Pokemon Prismatic Evolutions Elite Trainer Box,Default Title,,Elite Trainer Box,Pokemon,"ETB, In-Stock, Pokemon, Pokemon Boxes, Sealed Pokemon",184.99,165.0,8,ACTIVE
746134181849,gid://shopify/ProductVariant/42277539741761,gid://shopify/Product/7597785350209,2025 Panini Donruss Baseball Blaster Box,Default Title,16716,Sealed Wax,Panini,"Baseball Cards, In-Stock, Sealed Baseball",29.99,,1,ACTIVE
887521139057,gid://shopify/ProductVariant/42278821953601,gid://shopify/Product/7598312030273,2025 Topps Marvel Comics Chrome Blaster Box,Default Title,16617,Sealed Wax,Topps,"New Cards, Non-Sport Cards",99.99,81.25,2,ACTIVE
887521137329,gid://shopify/ProductVariant/42283747737665,gid://shopify/Product/7599706472513,2025 Topps Chrome UFC Blaster Box,Default Title,16671,Sealed Wax,Topps,"Topps, UFC",39.99,36.0,-3,ACTIVE
746134182822,gid://shopify/ProductVariant/42301012213825,gid://shopify/Product/7605063680065,2025 Panini Donruss Racing Hobby Box,Default Title,,Sealed Wax,Panini,"In-Stock, Panini",74.99,68.5,1,ACTIVE
746134184697,gid://shopify/ProductVariant/42301012246593,gid://shopify/Product/7605063712833,2025 Panini Score Football Hobby Blaster Box,Default Title,,Sealed Wax,Panini,"2025, Football, Panini, Retail",39.99,36.0,0,ACTIVE
196214113619,gid://shopify/ProductVariant/42301012279361,gid://shopify/Product/7605063745601,Pokemon White Flare Elite Trainer Box,Default Title,,Elite Trainer Box,Pokemon,"2025, ETB, In-Stock, Pokemon, Sealed Pokemon",134.99,110.0,3,ACTIVE
196214113664,gid://shopify/ProductVariant/42301012312129,gid://shopify/Product/7605063778369,Pokemon Black Bolt Elite Trainer Box,Default Title,,Elite Trainer Box,Pokemon,"2025, ETB, Pokemon",139.99,98.94,0,ACTIVE
053334446716,gid://shopify/ProductVariant/42301012344897,gid://shopify/Product/7605063811137,2025 UD Fleer Brilliants Superman Mega Box,Default Title,,Sealed Wax,Upper Deck,"In-Stock, Sealed Entertainment, Upper Deck",34.99,,3,ACTIVE
887521140756,gid://shopify/ProductVariant/42311534706753,gid://shopify/Product/7609854230593,2025 Topps Chrome Baseball Blaster Box,Default Title,16731,Sealed Wax,Topps,"2025, Baseball, Topps",34.99,25.5,0,ACTIVE
746134169168,gid://shopify/ProductVariant/42311883784257,gid://shopify/Product/7609945194561,2024 Panini Prizm Football Blaster Box,Default Title,,Sealed Wax,Panini,Panini,39.99,35.0,0,ACTIVE
746134184819,gid://shopify/ProductVariant/42314080223297,gid://shopify/Product/7610856276033,2025 Panini Luminance Football Hobby Box,Default Title,,Sealed Wax,Panini,"Football Box, In-Stock, Panini, Sealed Football",269.99,137.0,0,ACTIVE
746134179174,gid://shopify/ProductVariant/42314088939585,gid://shopify/Product/7610860634177,2024 Panini Select Football Hobby Mega Box,Default Title,,Sealed Wax,Panini,"Football Cards, Panini",74.99,37.0,0,ACTIVE
887521140640,gid://shopify/ProductVariant/42320391700545,gid://shopify/Product/7612655861825,2025 Topps Chrome Baseball Hobby Box,Default Title,TOPPS_2025_CHROME_BSB_HOBBY,Sealed Wax,Topps,"2025, Baseball, Hobby, Topps",199.99,282.0,0,ACTIVE
746134177866,gid://shopify/ProductVariant/42320391733313,gid://shopify/Product/7612655894593,2024-25 Panini Obsidian Soccer Hobby Box,Default Title,PAN_24/25_OBSI_SCR_HOBBY,Sealed Wax,Panini,"24/25, Hobby, Panini, Soccer",369.99,209.0,0,ACTIVE
746134180811,gid://shopify/ProductVariant/42320391831617,gid://shopify/Product/7612655927361,2024-25 Panini Select Basketball Hobby Mega Box,Default Title,16735,Sealed Wax,Panini,"24/25, Basketball, Hobby, Panini",39.99,35.0,0,ACTIVE
746134184840,gid://shopify/ProductVariant/42322125324353,gid://shopify/Product/7613273833537,2025 Panini Donruss Elite Football Hobby Box,Default Title,,Sealed Wax,Panini,"football, Panini",319.99,171.0,0,ACTIVE
746134180453,gid://shopify/ProductVariant/42330298286145,gid://shopify/Product/7617544028225,2024-25 Panini Mosaic Basketball Hobby Blaster Box,Default Title,,Sealed Wax,Panini,"2024-25, basketball, blaster, panini",34.99,15.0,-5,ACTIVE
746134183300,gid://shopify/ProductVariant/42335285051457,gid://shopify/Product/7619416293441,2025 Panini Contenders PFL Professional Fighters League Hobby Box,Default Title,,Sealed Wax,Panini,"2025, Panini",84.99,61.0,0,ACTIVE
746134180781,gid://shopify/ProductVariant/42342059212865,gid://shopify/Product/7621061738561,2024-25 Panini Select Basketball Hobby Blaster Box,Default Title,,Sealed Wax,Panini,"basketball, Blaster, blaster box, Panini",29.99,21.0,-5,ACTIVE
887521133680,gid://shopify/ProductVariant/42350661435457,gid://shopify/Product/7624209825857,2024 Topps Archives Baseball Blaster Box,Default Title,,Sealed Wax,Topps,"2024, Baseball, Boxes, In-Stock, Sealed Baseball, Topps",24.99,18.0,6,ACTIVE
887521146161,gid://shopify/ProductVariant/42350670020673,gid://shopify/Product/7624217231425,2025 Topps Complete Set Hobby,Default Title,,Sealed Wax,Topps,"In-Stock, Sealed Baseball",49.99,40.85,14,ACTIVE
887521138999,gid://shopify/ProductVariant/42355573227585,gid://shopify/Product/7625624027201,2025 Topps Chrome Marvel Hobby Box,Default Title,,Sealed Wax,Topps,"New Cards, Non-Sport Cards",499.99,555.0,0,ACTIVE
887521143474,gid://shopify/ProductVariant/42365802577985,gid://shopify/Product/7629305577537,2024-25 Topps Finest Basketball Hobby Box,Default Title,,Sealed Wax,Topps,"2024-25, Basketball, Boxes, Topps",104.99,89.75,0,ARCHIVED
746134170263,gid://shopify/ProductVariant/42365802610753,gid://shopify/Product/7629305610305,2024 Panini Zenith Football Mega Box,Default Title,,Sealed Wax,Panini,"2024, Box, Football, Mega",49.99,40.0,-10,ARCHIVED
887521135493,gid://shopify/ProductVariant/42369500905537,gid://shopify/Product/7630146043969,2025 Topps Heritage Baseball Hobby Box,Default Title,,Sealed Wax,Topps,"2025, Baseball, Boxes, In-Stock, Sealed Baseball, Topps",134.99,126.5,7,ACTIVE
0820650853210,gid://shopify/ProductVariant/42369513095233,gid://shopify/Product/7630154694721,Pokemon 151 Booster Bundle,Default Title,,Booster Box,Pokemon,"In-Stock, Pokemon, Sealed Pokemon",219.99,185.0,7,ACTIVE
887521136346,gid://shopify/ProductVariant/42373216862273,gid://shopify/Product/7630731280449,2025 Topps Archives Signature Series Hobby Box,Default Title,,Sealed Wax,Topps,"$100-$250, 2024, Baseball, Boxes, Topps",124.99,117.0,0,ACTIVE
887521103331,gid://shopify/ProductVariant/42376590655553,gid://shopify/Product/7631140225089,2021 Topps Chrome F1 Formula 1 Racing Hobby Box,Default Title,,Sealed Wax,Topps,"F1, In-Stock, Topps",244.99,214.95,2,ACTIVE
810059789258,gid://shopify/ProductVariant/42376621916225,gid://shopify/Product/7631144484929,One Piece TCG: Royal Blood [OP-10] Booster Box,Default Title,,Booster Box,Bandai Namco,"In-Stock, One Piece, Sealed TCG, TCG",259.99,225.0,2,ACTIVE
48636817,gid://shopify/ProductVariant/42387936477249,gid://shopify/Product/7632897441857,Pokemon Prismatic Evolutions Booster Pack,Default Title,,Booster Pack,Pokemon,"Pack, Pokemon",15.99,13.83,-97,ACTIVE
45076935,gid://shopify/ProductVariant/42391768596545,gid://shopify/Product/7633673715777,Pokemon 151 Booster Pack,Default Title,,Booster Pack,Pokemon,"Pack, Pokemon",36.99,30.84,-160,ACTIVE
887521152025,gid://shopify/ProductVariant/42391770497089,gid://shopify/Product/7633674043457,2025 Topps MLS Major League Soccer 30th Anniversary Collection Soccer Box,Default Title,,Sealed Wax,Topps,"2025, Soccer",119.00,87.5,-1,ACTIVE
746134180217,gid://shopify/ProductVariant/42391772168257,gid://shopify/Product/7633674928193,2024-25 Donruss Optic Basketball Blaster Box,Default Title,,Sealed Wax,Panini,"2024, basketball, Basketball Box",34.99,21.0,-1,ACTIVE
746134180668,gid://shopify/ProductVariant/42391858020417,gid://shopify/Product/7633701306433,2024-25 Panini Select Basketball Retail Hobby Mega Box,Default Title,,Sealed Wax,Panini,"24/25, Basketball, Hobby, In-Stock, Panini, Sealed Basketball",34.99,,20,ACTIVE
887521093007,gid://shopify/ProductVariant/42401354842177,gid://shopify/Product/7635698810945,2020 Update Series MLB Baseball Hobby Box Factory Sealed (24 Packs),Default Title,,Sealed Wax,Topps,"2020, Baseball, Chrome, Existing, Hobby, Topps",59.99,,0,ACTIVE
887521147380,gid://shopify/ProductVariant/42401375322177,gid://shopify/Product/7635709460545,Marvel Mint Hobby Box Topps 2025,Default Title,,Sealed Wax,Topps,"Marvel, Topps",549.99,520.0,0,ACTIVE
196214129290,gid://shopify/ProductVariant/42407059521601,gid://shopify/Product/7637121466433,Pokemon Black Bolt Booster Bundle,Default Title,,Booster Box,Pokemon,"Booster Box, Pokemon",92.49,80.0,7,ACTIVE
24596299,gid://shopify/ProductVariant/42407059849281,gid://shopify/Product/7637121794113,Pokemon Black Bolt Booster Pack,Default Title,,Booster Pack,Pokemon,"Pack, Pokemon",15.99,8.55,-70,ACTIVE
887521136551,gid://shopify/ProductVariant/42407071121473,gid://shopify/Product/7637122613313,2025 Topps Chrome Star Wars Hobby Box,Default Title,,Sealed Wax,Topps,"In-Stock, Sealed Entertainment, Star Wars",249.99,262.0,2,ACTIVE
22386577,gid://shopify/ProductVariant/42407073710145,gid://shopify/Product/7637122777153,2024 Upper Deck SP Game Used Golf Hobby Box,Default Title,,Sealed Wax,Upper Deck,"Golf, In-Stock, Upper Deck",114.99,89.0,4,ACTIVE
746134173523,gid://shopify/ProductVariant/42408536965185,gid://shopify/Product/7637411102785,2024 Panini Select Football Retail Mega Box,Default Title,,Sealed Wax,Panini,"Football Cards, Panini",49.99,35.0,0,ACTIVE
746134180248,gid://shopify/ProductVariant/42409310912577,gid://shopify/Product/7637576613953,2024-25 Panini Donruss Optic Hobby Mega Box,Default Title,,Sealed Wax,Panini,"2024-25, Basketball Box, Panini",54.99,36.75,0,ACTIVE
746134181870,gid://shopify/ProductVariant/42409311764545,gid://shopify/Product/7637576941633,2025 Panini Boys of Summer Baseball Hobby Box,Default Title,,Sealed Wax,Panini,"2025, Baseball Cards, Panini",199.99,228.0,0,ACTIVE
746134185885,gid://shopify/ProductVariant/42409312944193,gid://shopify/Product/7637577498689,2025 Panini Origins Football Hobby Box,Default Title,,Sealed Wax,Panini,"2025, Football Cards, In-Stock, Panini, Sealed Football",349.99,292.5,0,ACTIVE
746134183164,gid://shopify/ProductVariant/42409314058305,gid://shopify/Product/7637578022977,2025 Panini Select NASCAR Racing Hobby Box,Default Title,,Sealed Wax,Panini,"In-Stock, Nascar, Panini",119.99,91.5,1,ACTIVE
820650857980,gid://shopify/ProductVariant/42410254237761,gid://shopify/Product/7637766733889,Pokemon Twilight Masquerade Elite Trainer Box,Default Title,,Elite Trainer Box,Pokemon,"Pokemon, Pokemon Boxes",79.99,65.0,0,ACTIVE
819110016104,gid://shopify/ProductVariant/42411547426881,gid://shopify/Product/7638067871809,2025 Leaf Eclectic PBA Bowling Hobby Box,Default Title,,Sealed Wax,Leaf,"2025, Bowling, In-Stock, leaf",64.99,50.0,2,ACTIVE
746134169229,gid://shopify/ProductVariant/42417736056897,gid://shopify/Product/7639416864833,2024 Panini Prizm Football Trading Cards Mega Box,Default Title,,Sealed Wax,Panini,Panini,64.99,45.0,0,ACTIVE
746134191220,gid://shopify/ProductVariant/42417752997953,gid://shopify/Product/7639419617345,2025 Panini Donruss Elite Football Trading Cards Mega Box,Default Title,,Sealed Wax,Panini,"football, Panini",54.99,42.0,0,ACTIVE
746134176784,gid://shopify/ProductVariant/42417903042625,gid://shopify/Product/7639460151361,2024 Panini Prizm WNBA Basketball Trading Cards Blaster Box,Default Title,,Sealed Wax,Panini,"2024, basketball, Panini",69.99,,0,ACTIVE
887521140374,gid://shopify/ProductVariant/42418816909377,gid://shopify/Product/7639646109761,2025 Topps Retail Factory Sealed Baseball Cincinnati Reds MLB Team Set,Default Title,,Sealed Wax,Topps,"baseball, Topps",19.99,15.43,-1,ACTIVE
887521140855,gid://shopify/ProductVariant/42423579115585,gid://shopify/Product/7641126699073,2025 Topps Chrome Baseball Logofractor Edition,Default Title,,Sealed Wax,Topps,"baseball, Topps",89.99,120.0,0,ARCHIVED
746134182242,gid://shopify/ProductVariant/42423583768641,gid://shopify/Product/7641127518273,2025 Panini Prizm Baseball Hobby Blaster Box,Default Title,,Sealed Wax,Panini,"baseball, Panini, Panini Prizm",24.99,21.0,-8,ACTIVE
