product_id,variant_id,product_title,product_created_at,product_status,product_type,variant_title,sku,barcode,price,compare_at_price,cost,inventory_quantity,sold_7d,sold_30d,sold_60d
gid://shopify/Product/7888081518657,gid://shopify/ProductVariant/43791493234753,2026 Panini Ring Royalty MLW Major League Wrestling Hobby Box,,DRAFT,Sealed Wax,Default Title,746134195617,746134195617,79.95,,,1,0,0,0
gid://shopify/Product/7901528457281,gid://shopify/ProductVariant/43991356506177,2026 Bowman Baseball Hobby Box,,ACTIVE,Sealed Wax,Box,6244311665,887521158119,374.99,,239.99,6,0,0,0
gid://shopify/Product/7901528457281,gid://shopify/ProductVariant/43991356538945,2026 Bowman Baseball Hobby Box,,ACTIVE,Sealed Wax,Pack,,887521158102,18.99,,12,0,0,0,0
gid://shopify/Product/7901546381377,gid://shopify/ProductVariant/43938419343425,2026 Bowman Baseball Jumbo Box,,ACTIVE,Sealed Wax,Default Title,5783029027,887521158140,639.99,,580,0,0,0,0
gid://shopify/Product/7901572431937,gid://shopify/ProductVariant/43938573680705,2026 Bowman Baseball Hobby Pack,,ACTIVE,Sealed Wax,Default Title,,887521158102,17.5,,12,-14,0,0,0
gid://shopify/Product/7901592617025,gid://shopify/ProductVariant/43938730934337,Pokemon Prismatic Evolutions Super-Premium Collection,,ACTIVE,Booster Box,Default Title,2970766390,0196214112568,284.99,,212.5,3,0,0,0
gid://shopify/Product/7901994418241,gid://shopify/ProductVariant/43940549918785,2025-26 Topps Hoops Basketball Hanger Box,,ACTIVE,Sealed Wax,Default Title,,887521171040,24.99,,17.99,7,0,0,0
gid://shopify/Product/7901998841921,gid://shopify/ProductVariant/43940553195585,2025-26 Topps Hoops Basketball Blaster Box,,ACTIVE,Sealed Wax,Default Title,,887521157204,39.99,,34.99,-7,0,0,0
gid://shopify/Product/7902658723905,gid://shopify/ProductVariant/43943574044737,2025-26 Bowman University Best Basketball Hobby,,ACTIVE,Sealed Wax,Default Title,,887521155637,274.99,,269.99,19,0,0,0
gid://shopify/Product/7902729044033,gid://shopify/ProductVariant/43943811940417,2026 Panini FIFA World Cup Soccer 25-Pack Sticker Box,,ACTIVE,Sealed Wax,Default Title,,746134204913,44.99,,32.5,8,0,0,0
gid://shopify/Product/7902811881537,gid://shopify/ProductVariant/43944098955329,Pokemon Silver Tempest Booster Unlimited,,ACTIVE,Booster Box,Default Title,,0820650860911,474.99,,,1,0,0,0
gid://shopify/Product/7903723192385,gid://shopify/ProductVariant/43950089470017,2026 Panini FIFA World Cup Soccer Sticker Hard Cover Album,,ACTIVE,Sealed Wax,Default Title,,746134204517,9.99,,9.75,1,0,0,0
gid://shopify/Product/7905203880001,gid://shopify/ProductVariant/43958799695937,2025 Panini Select WNBA Basketball Hobby Blaster,,ACTIVE,Sealed Wax,Default Title,,746134190704,39.99,,24.5,20,0,0,0
gid://shopify/Product/7905893056577,gid://shopify/ProductVariant/43961000722497,2026 Ball Star Fusion Baseball Pack,,ACTIVE,Sealed Wax,Default Title,,33262262,19.99,,11.25,8,0,0,0
gid://shopify/Product/7906680930369,gid://shopify/ProductVariant/43963204468801,2025-26 Topps Hoops Basketball Hobby Box,,ACTIVE,Sealed Wax,Default Title,,887521157112,279.99,,225,6,0,0,0
gid://shopify/Product/7908129636417,gid://shopify/ProductVariant/43967531647041,2025 Topps Finest Football Hobby Box,,ACTIVE,Sealed Wax,Default Title,,887521156443,774.99,,715,2,0,0,0
gid://shopify/Product/7909576769601,gid://shopify/ProductVariant/43972200366145,2025 Panini Phoenix Football Blaster Box,,ACTIVE,Sealed Wax,Default Title,,746134187124,29.99,,20,0,0,0,0
gid://shopify/Product/7898772897857,gid://shopify/ProductVariant/43923098402881,2026 Sage High Series Football Hobby Box,,ACTIVE,Sealed Wax,Pack,,81100239,5.99,,3.62,0,0,0,0
gid://shopify/Product/7900416966721,gid://shopify/ProductVariant/43931964538945,2025-26 Panini Donruss Road to FIFA World Cup Hobby Blaster,,ACTIVE,Sealed Wax,Default Title,,746134178818,44.99,,17.5,16,0,0,0
gid://shopify/Product/7900426895425,gid://shopify/ProductVariant/43931985150017,2025 Panini Mosaic Football Fat Pack,,ACTIVE,Sealed Wax,Default Title,,746134186264,9.99,,6.66,-9,0,0,0
gid://shopify/Product/7901024550977,gid://shopify/ProductVariant/43936372392001,2025-26 Topps Chrome UEFA Club Competitions Soccer Mega Box,,ACTIVE,Sealed Wax,Default Title,6166094459,5527584050,69.99,,60,17,0,0,0
gid://shopify/Product/7901024583745,gid://shopify/ProductVariant/43936372457537,2025-26 Topps Chrome UEFA Club Competitions Soccer Hobby Box,,ACTIVE,Sealed Wax,Default Title,6609027042,3883459622,274.99,,250,2,0,0,0
gid://shopify/Product/7901024682049,gid://shopify/ProductVariant/43936372555841,2025-26 Topps Chrome UEFA Club Competitions Soccer Blaster Box,,ACTIVE,Sealed Wax,Default Title,8224901046,4928024315,44.99,,40,20,0,0,0
gid://shopify/Product/7901056204865,gid://shopify/ProductVariant/43936523223105,2026 Bowman Baseball Blaster Box,,ACTIVE,Sealed Wax,Default Title,,887521158300,54.99,,40.25,20,0,0,0
gid://shopify/Product/7901492576321,gid://shopify/ProductVariant/43938299904065,2025-26 Bowman Basketball Mega Box,,ACTIVE,Sealed Wax,Default Title,9623067962,887521155583,74.99,,,0,0,0,0
gid://shopify/Product/7579566669889,gid://shopify/ProductVariant/42218515628097,2024-25 Panini Prizm Premier League Hobby Blaster,,ACTIVE,Sealed Wax,Default Title,2-17699-20,746134163401,9.99,,21,3,0,0,0
gid://shopify/Product/7581873995841,gid://shopify/ProductVariant/42224130293825,2024-25 Panini Prizm Premier League EPL Soccer 6-Pack Blaster Box (Pink Mosaic Prizms),,ACTIVE,Sealed Wax,Default Title,,746134163340,14.99,,17.5,-2,0,0,0
gid://shopify/Product/7583204278337,gid://shopify/ProductVariant/42230077849665,2024 Panini Select NASCAR Blaster Box,,ACTIVE,Sealed Wax,Default Title,,746134164880,24.99,,,-1,0,0,0
gid://shopify/Product/7589478596673,gid://shopify/ProductVariant/42248415084609,2023 Topps Update Series Baseball Hobby Jumbo Box,,ACTIVE,Sealed Wax,Default Title,23TPUBBJ,887521122486,129.99,,,0,0,0,0
gid://shopify/Product/7613273833537,gid://shopify/ProductVariant/42322125324353,2025 Panini Donruss Elite Football Hobby Box,,ACTIVE,Sealed Wax,Default Title,,746134184840,319.99,,171,0,0,0,0
gid://shopify/Product/7637576941633,gid://shopify/ProductVariant/42409311764545,2025 Panini Boys of Summer Baseball Hobby Box,,ACTIVE,Sealed Wax,Default Title,,746134181870,199.99,,228,0,0,0,0
gid://shopify/Product/7656974614593,gid://shopify/ProductVariant/42813452451905,2025 Panini Score Football Retail Blaster,,ACTIVE,Sealed Wax,Default Title,,746134184451,29.99,,25,-12,0,0,0
gid://shopify/Product/7666350817345,gid://shopify/ProductVariant/42858969366593,Pokemon Mega Evolution Elite Trainer Box,,ACTIVE,Elite Trainer Box,Default Title,,728192561849,104.99,,90,-3,0,0,0
gid://shopify/Product/7683663626305,gid://shopify/ProductVariant/42968953847873,2025 Topps Series 1 Baseball Hobby Box,,ACTIVE,Sealed Wax,Default Title,,887521132379,154.99,,146,0,0,0,0
gid://shopify/Product/7705608880193,gid://shopify/ProductVariant/43048782266433,2025 Panini Rookies and Stars Football Hobby Box,,ACTIVE,Sealed Wax,Default Title,PAN_2025_ROOKSTAR_FB_HOBBY,746134187810,164.99,,171,2,0,0,0
gid://shopify/Product/7713441677377,gid://shopify/ProductVariant/43084994478145,2025/26 Upper Deck MVP Hockey Hobby Box,,ACTIVE,Sealed Wax,Default Title,,053334012966,59.99,,47,2,0,0,0
gid://shopify/Product/7719384973377,gid://shopify/ProductVariant/43103673974849,2025 Panini Phoenix Football Hobby Blaster,,ACTIVE,Sealed Wax,Default Title,,746134187049,49.99,,21,0,0,0,0
gid://shopify/Product/7771446935617,gid://shopify/ProductVariant/43261088923713,2025 Topps Five Star Baseball Hobby Box,,ACTIVE,Sealed Wax,Default Title,TOPPS_2025_FIVESTAR_BSB_HOBBY,887521148288,1499.99,,1375,1,0,0,0
gid://shopify/Product/7759325364289,gid://shopify/ProductVariant/43220991508545,2025-26 Topps Chrome Basketball Jumbo Box,,DRAFT,Sealed Wax,Default Title,,887521149643,1399.99,,,0,0,0,0
gid://shopify/Product/7777591230529,gid://shopify/ProductVariant/43283159875649,Greninja ex Special Illustration Collection - SV: Shrouded Fable (SFA),,ACTIVE,Booster Box,Default Title,,0820650412431,124.99,,,0,0,0,0
gid://shopify/Product/7791987818561,gid://shopify/ProductVariant/43556785520705,2026 Topps Premier League Chrome Hobby Box,,ACTIVE,Sealed Wax,Default Title,,76301629,299.99,,199.99,1,0,0,0
gid://shopify/Product/7912846819393,gid://shopify/ProductVariant/43986304663617,Pokemon Chaos Rising Booster Bundle Box,,ACTIVE,Booster Box,Default Title,PKM_ME_CHAOSRISING_BUNDLE,0196214154162,49.99,,38,2,0,0,0
gid://shopify/Product/7912846950465,gid://shopify/ProductVariant/43986305089601,Pokemon Chaos Rising Booster Box,,ACTIVE,Booster Box,Default Title,PKM_ME_CHAOSRISING_BOOSTER,0196214154186,254.99,,99.75,0,0,0,0
gid://shopify/Product/7912847048769,gid://shopify/ProductVariant/43986305122369,Pokemon Chaos Rising Elite Trainer Box,,ACTIVE,Elite Trainer Box,Default Title,PKM_ME_CHAOSRISING_ETB,0196214154117,84.99,,32.25,8,0,0,0
gid://shopify/Product/7912896266305,gid://shopify/ProductVariant/43986595020865,Pokemon Chaos Rising Booster Pack,,ACTIVE,Booster Pack,Default Title,,0196214154179,7.99,,2.77,-90,0,0,0
gid://shopify/Product/7913849913409,gid://shopify/ProductVariant/43990577479745,2024-25 Upper Deck DC Annual Hobby Box,,ACTIVE,Sealed Wax,Default Title,,053334837293,89.99,,72,4,0,0,0
gid://shopify/Product/7914393665601,gid://shopify/ProductVariant/43993428688961,2025 Topps 30 Years Of Toy Story Hobby Box,,ACTIVE,Sealed Wax,Default Title,TOPPS_2026_30YEARS_TS_HOBBY,887521152384,649.99,,550,0,0,0,0
gid://shopify/Product/7914654433345,gid://shopify/ProductVariant/43994188939329,2023 Panini Select Football Hobby Box,,ACTIVE,Sealed Wax,Default Title,15515,746134155383,699.99,,580,0,0,0,0
gid://shopify/Product/7916846252097,gid://shopify/ProductVariant/44002621063233,2025-26 Topps Signature Class Basketball Hobby Box,,ACTIVE,Sealed Wax,Default Title,,887521154418,424.99,,549.99,1,0,0,0
gid://shopify/Product/7794133860417,gid://shopify/ProductVariant/43563959746625,2025 Donruss Optic Football Retail Blaster,,ACTIVE,Sealed Wax,Default Title,,746134188428,44.99,,42,0,0,0,0
gid://shopify/Product/7841835679809,gid://shopify/ProductVariant/43648060096577,2025 Topps Chrome McDonald's All-American Basketball Hobby Box,,ACTIVE,Sealed Wax,Default Title,25TOBKMCD,887521148684,234.99,,190,5,0,0,0
gid://shopify/Product/7888081223745,gid://shopify/ProductVariant/43791492939841,2025-26 Bowman Basketball Hobby Box,,ACTIVE,Sealed Wax,Default Title,887521155415,887521155415,499.99,,575,0,0,0,0
gid://shopify/Product/7898766901313,gid://shopify/ProductVariant/43923076939841,2025-26 Upper Deck SPx Hockey Hobby Box,,ACTIVE,Sealed Wax,Default Title,,053334185752,149.99,,125,4,0,0,0
gid://shopify/Product/7841909276737,gid://shopify/ProductVariant/43648296288321,2026 Topps Heritage Baseball Hobby Blaster Box,,ACTIVE,Sealed Wax,Default Title,,887521155248,29.99,,25,-36,0,0,0
gid://shopify/Product/7912518680641,gid://shopify/ProductVariant/43985479008321,2026 Bowman Baseball Mega Box,,ACTIVE,Sealed Wax,Default Title,,887521158218,64.99,,49.99,-18,0,0,0
gid://shopify/Product/7918726873153,gid://shopify/ProductVariant/44009762979905,2025-26 Topps Signature Class Basketball Hobby Jumbo Box,,ACTIVE,Sealed Wax,Default Title,,887521154470,899.99,,899.99,1,0,0,0
gid://shopify/Product/7586839691329,gid://shopify/ProductVariant/42241802502209,2024 Panini Contenders Optic Football Hobby Box,,ACTIVE,Sealed Wax,Default Title,,746134173233,269.99,,285,1,0,0,0
gid://shopify/Product/7650810986561,gid://shopify/ProductVariant/42630970572865,2024 Panini Phoenix Football Hobby Blaster Box,,ARCHIVED,Sealed Wax,Default Title,,746134176166,59.99,,50,0,0,0,0
gid://shopify/Product/7666378506305,gid://shopify/ProductVariant/42859005182017,2024 Panini Trading Card Games Minecraft 15th Anniversary Blaster Box,,ACTIVE,Sealed Wax,Default Title,,746134171246,24.99,,18,0,0,0,0
gid://shopify/Product/7852341067841,gid://shopify/ProductVariant/43674810122305,2025 Topps Disneyland 70th Anniversary Blaster Box,,ACTIVE,Sealed Wax,Default Title,,887521151738,24.99,,16.25,26,0,0,0
gid://shopify/Product/7860154826817,gid://shopify/ProductVariant/43706136887361,Pokemon Perfect Order Booster Unlimited,,ACTIVE,Booster Box,Default Title,PKM_ME_PERFORDER_BOOSTER,196214150461,224.99,,200,7,0,0,0
gid://shopify/Product/7866019086401,gid://shopify/ProductVariant/43721702211649,2025 Topps Marvel The Collector Entertainment,,ACTIVE,Sealed Wax,Default Title,,887521138968,599.99,,570,1,0,0,0
gid://shopify/Product/7918747877441,gid://shopify/ProductVariant/44009861808193,2026 Upper Deck Fleer Ultra Golf Hobby Box,,ACTIVE,Sealed Wax,Default Title,,053334001090,134.99,,90.25,2,0,0,0
gid://shopify/Product/7919057567809,gid://shopify/ProductVariant/44011063148609,2025-26 Upper Deck AHL Hockey Hobby Box,,ACTIVE,Sealed Wax,Default Title,,053334234184,79.99,,60,2,0,0,0
gid://shopify/Product/7919091875905,gid://shopify/ProductVariant/44011153555521,2025-26 Upper Deck Extended Series Hockey Hobby Box,,ACTIVE,Sealed Wax,Default Title,,053334095365,164.99,,84.75,3,0,0,0
gid://shopify/Product/7920604250177,gid://shopify/ProductVariant/44017536008257,2025 Topps Signature Class Football Blaster Box,,ACTIVE,Sealed Wax,Default Title,,887521153480,39.99,,29.99,15,0,0,0
gid://shopify/Product/7921776820289,gid://shopify/ProductVariant/44019978240065,2025 Panini Select Football Blaster Box,,ACTIVE,Sealed Wax,Default Title,,746134188718,24.99,,10,0,0,0,0
gid://shopify/Product/7923849592897,gid://shopify/ProductVariant/44028114665537,Pokemon Lost Origin Booster Unlimited,,ACTIVE,Booster Box,Default Title,,0820650860553,864.99,,,0,0,0,0
gid://shopify/Product/7924712931393,gid://shopify/ProductVariant/44033596653633,2026 Topps Series 2 Baseball Hobby Box,,ACTIVE,Sealed Wax,Default Title,,887521164479,164.99,,93.75,1,0,0,0
gid://shopify/Product/7924712964161,gid://shopify/ProductVariant/44033596850241,2026 Topps Series 2 Baseball Blaster,,ACTIVE,Sealed Wax,Default Title,,887521164554,34.99,,16.25,23,0,0,0
gid://shopify/Product/7924775419969,gid://shopify/ProductVariant/44033951236161,2025 Topps Signature Class Football Hobby Box,,ACTIVE,Sealed Wax,Default Title,17577,887521153404,429.99,,351,0,0,0,0
gid://shopify/Product/7925239611457,gid://shopify/ProductVariant/44038555107393,2026 Topps Series 2 Baseball Hobby Pack,,ACTIVE,Sealed Wax,Default Title,,887521164462,7.99,,4.69,-2,0,0,0
gid://shopify/Product/7925242527809,gid://shopify/ProductVariant/44038615793729,2025-26 Upper Deck CHL SP Game Used Hockey Hobby Box,,ACTIVE,Sealed Wax,Default Title,,053334155960,134.99,,105,5,0,0,0
gid://shopify/Product/7925243838529,gid://shopify/ProductVariant/44038653050945,2026 Upper Deck DC Platinum Blaster Box,,ACTIVE,Sealed Wax,Default Title,,053334004428,24.99,,16,10,0,0,0
gid://shopify/Product/7927748788289,gid://shopify/ProductVariant/44047389392961,2025 Topps Signature Class Football Mega Box,,ACTIVE,Sealed Wax,Default Title,,887521153534,74.99,,60,17,0,0,0
gid://shopify/Product/7931132510273,gid://shopify/ProductVariant/44056399347777,2026 Panini Donruss Baseball Blaster Box,,ACTIVE,Sealed Wax,Default Title,,746134196607,27.95,,17.5,19,0,0,0
